0,1,2,3,4,5,6,7,8,9,10
ham,pork,pork,soda,,,,,,,
salty snack,soda,oil,,,,,,,,
hamburger meat,salty snack,,,,,,,,,
soda,domestic eggs,,,,,,,,,
coffee,bottled beer,,,,,,,,,
yogurt,whipped/sour cream,long life bakery product,hard cheese,,,,,,,
kitchen towels,rolls/buns,,,,,,,,,
ice cream,citrus fruit,,,,,,,,,
beef,misc. beverages,,,,,,,,,
dishes,yogurt,,,,,,,,,
beverages,sugar,,,,,,,,,
chicken,whole milk,,,,,,,,,
rolls/buns,hamburger meat,,,,,,,,,
root vegetables,ice cream,,,,,,,,,
sausage,other vegetables,,,,,,,,,
whole milk,cat food,processed cheese,rolls/buns,,,,,,,
white bread,soda,,,,,,,,,
yogurt,yogurt,,,,,,,,,
rolls/buns,tidbits,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
salty snack,pickled vegetables,,,,,,,,,
sausage,whole milk,,,,,,,,,
rolls/buns,kitchen towels,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
root vegetables,margarine,,,,,,,,,
pip fruit,specialty bar,long life bakery product,,,,,,,,
beef,margarine,other vegetables,,,,,,,,
berries,herbs,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
ham,white wine,pasta,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
root vegetables,pip fruit,,,,,,,,,
tropical fruit,butter,,,,,,,,,
pork,herbs,,,,,,,,,
whole milk,yogurt,sliced cheese,,,,,,,,
chicken,pork,brandy,,,,,,,,
turkey,yogurt,,,,,,,,,
yogurt,tropical fruit,,,,,,,,,
soda,hygiene articles,,,,,,,,,
soda,pastry,,,,,,,,,
UHT-milk,butter milk,frozen vegetables,other vegetables,candy,fruit/vegetable juice,,,,,
prosecco,chewing gum,,,,,,,,,
chocolate,frankfurter,yogurt,margarine,canned vegetables,,,,,,
rolls/buns,candy,white bread,,,,,,,,
sausage,napkins,curd,,,,,,,,
frankfurter,butter,,,,,,,,,
citrus fruit,rolls/buns,whole milk,brown bread,,,,,,,
whipped/sour cream,other vegetables,flour,,,,,,,,
other vegetables,newspapers,,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
berries,frozen meals,shopping bags,,,,,,,,
pastry,soda,,,,,,,,,
beef,rolls/buns,,,,,,,,,
rolls/buns,salty snack,salty snack,,,,,,,,
root vegetables,salty snack,,,,,,,,,
meat,pot plants,canned vegetables,,,,,,,,
dessert,pickled vegetables,,,,,,,,,
tropical fruit,bottled water,long life bakery product,,,,,,,,
rolls/buns,semi-finished bread,dessert,yogurt,,,,,,,
fruit/vegetable juice,whipped/sour cream,hygiene articles,,,,,,,,
whole milk,sausage,bottled beer,yogurt,,,,,,,
specialty cheese,napkins,,,,,,,,,
Instant food products,coffee,,,,,,,,,
curd,root vegetables,,,,,,,,,
canned beer,frozen meals,pastry,,,,,,,,
whole milk,other vegetables,,,,,,,,,
soda,shopping bags,,,,,,,,,
rolls/buns,dessert,frozen meals,grapes,other vegetables,napkins,other vegetables,,,,
tropical fruit,bottled water,cream cheese ,,,,,,,,
coffee,sauces,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
butter milk,citrus fruit,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
coffee,other vegetables,margarine,domestic eggs,,,,,,,
sausage,berries,,,,,,,,,
root vegetables,newspapers,butter,,,,,,,,
whole milk,bottled water,,,,,,,,,
yogurt,newspapers,,,,,,,,,
root vegetables,oil,soda,,,,,,,,
beef,candy,,,,,,,,,
cream cheese ,root vegetables,soda,,,,,,,,
chocolate,whole milk,yogurt,,,,,,,,
specialty bar,rolls/buns,,,,,,,,,
spread cheese,coffee,domestic eggs,,,,,,,,
tropical fruit,shopping bags,hard cheese,,,,,,,,
frozen dessert,rolls/buns,,,,,,,,,
soda,canned beer,,,,,,,,,
newspapers,cake bar,,,,,,,,,
tropical fruit,rolls/buns,Instant food products,,,,,,,,
other vegetables,sausage,rolls/buns,domestic eggs,waffles,whole milk,,,,,
other vegetables,berries,whipped/sour cream,,,,,,,,
pork,ham,specialty chocolate,whole milk,long life bakery product,detergent,,,,,
chewing gum,UHT-milk,,,,,,,,,
hamburger meat,cookware,pastry,,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
grapes,rolls/buns,,,,,,,,,
dessert,curd,,,,,,,,,
pastry,liquor,shopping bags,,,,,,,,
whipped/sour cream,detergent,,,,,,,,,
canned beer,grapes,bottled beer,yogurt,,,,,,,
candy,soda,candy,,,,,,,,
other vegetables,canned beer,whole milk,,,,,,,,
ham,rolls/buns,,,,,,,,,
oil,canned beer,,,,,,,,,
other vegetables,liquor,whole milk,butter milk,,,,,,,
chicken,tropical fruit,salt,,,,,,,,
root vegetables,whole milk,meat,other vegetables,dog food,bottled water,domestic eggs,,,,
other vegetables,sweet spreads,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
brown bread,shopping bags,,,,,,,,,
chicken,canned beer,,,,,,,,,
coffee,whole milk,canned fruit,,,,,,,,
misc. beverages,bottled beer,,,,,,,,,
whole milk,beef,root vegetables,newspapers,,,,,,,
pork,honey,newspapers,,,,,,,,
yogurt,root vegetables,,,,,,,,,
hamburger meat,red/blush wine,,,,,,,,,
soda,spread cheese,,,,,,,,,
long life bakery product,rolls/buns,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
sausage,soda,butter,,,,,,,,
hamburger meat,rolls/buns,beverages,dessert,whole milk,domestic eggs,yogurt,soda,,,
frankfurter,long life bakery product,sugar,,,,,,,,
citrus fruit,liquor,white bread,,,,,,,,
sausage,margarine,margarine,,,,,,,,
other vegetables,bottled water,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
newspapers,sliced cheese,,,,,,,,,
canned beer,semi-finished bread,,,,,,,,,
white wine,white bread,,,,,,,,,
soda,soda,,,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
beverages,candles,,,,,,,,,
UHT-milk,condensed milk,pastry,,,,,,,,
grapes,bottled water,napkins,,,,,,,,
other vegetables,photo/film,newspapers,,,,,,,,
other vegetables,pickled vegetables,hard cheese,,,,,,,,
berries,margarine,,,,,,,,,
whipped/sour cream,root vegetables,,,,,,,,,
whole milk,butter milk,yogurt,,,,,,,,
salty snack,butter,,,,,,,,,
turkey,seasonal products,,,,,,,,,
bottled water,shopping bags,,,,,,,,,
sugar,coffee,,,,,,,,,
herbs,canned beer,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
sausage,pip fruit,soda,curd,waffles,,,,,,
nuts/prunes,root vegetables,white wine,pastry,,,,,,,
shopping bags,chocolate,,,,,,,,,
sausage,red/blush wine,,,,,,,,,
specialty chocolate,frozen vegetables,other vegetables,cream cheese ,,,,,,,
tropical fruit,butter,,,,,,,,,
frankfurter,napkins,,,,,,,,,
white wine,citrus fruit,,,,,,,,,
bottled water,frozen vegetables,,,,,,,,,
liquor,hard cheese,,,,,,,,,
other vegetables,margarine,soda,salty snack,,,,,,,
pastry,newspapers,,,,,,,,,
hamburger meat,whipped/sour cream,sugar,newspapers,,,,,,,
pork,margarine,sugar,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
canned beer,white bread,male cosmetics,chocolate,,,,,,,
curd,whole milk,pastry,,,,,,,,
pastry,butter,,,,,,,,,
ham,yogurt,,,,,,,,,
sausage,male cosmetics,,,,,,,,,
pastry,soft cheese,,,,,,,,,
coffee,baking powder,,,,,,,,,
sausage,liquor (appetizer),coffee,,,,,,,,
packaged fruit/vegetables,cat food,dental care,,,,,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
cat food,other vegetables,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
yogurt,chocolate,,,,,,,,,
sugar,seasonal products,,,,,,,,,
sausage,sausage,whole milk,canned fruit,cake bar,,,,,,
fruit/vegetable juice,seasonal products,,,,,,,,,
curd,nuts/prunes,root vegetables,sausage,whole milk,rolls/buns,root vegetables,bottled water,hard cheese,,
meat,chicken,yogurt,pip fruit,,,,,,,
ham,frozen meals,,,,,,,,,
canned beer,flour,newspapers,,,,,,,,
berries,canned fish,waffles,,,,,,,,
bottled beer,tropical fruit,red/blush wine,baking powder,,,,,,,
pickled vegetables,Instant food products,,,,,,,,,
soda,pork,,,,,,,,,
pork,hygiene articles,,,,,,,,,
coffee,rolls/buns,,,,,,,,,
bottled beer,pip fruit,,,,,,,,,
pastry,coffee,newspapers,,,,,,,,
root vegetables,waffles,whipped/sour cream,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
fruit/vegetable juice,butter,brown bread,dental care,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
domestic eggs,dessert,,,,,,,,,
white wine,sliced cheese,whole milk,oil,rolls/buns,,,,,,
frankfurter,pip fruit,hygiene articles,,,,,,,,
beef,other vegetables,,,,,,,,,
cat food,semi-finished bread,,,,,,,,,
frozen meals,margarine,semi-finished bread,,,,,,,,
curd,salty snack,,,,,,,,,
hamburger meat,butter milk,,,,,,,,,
yogurt,white bread,salty snack,,,,,,,,
hard cheese,oil,,,,,,,,,
other vegetables,chicken,,,,,,,,,
whole milk,curd,bottled beer,,,,,,,,
pork,liquor,,,,,,,,,
butter milk,margarine,,,,,,,,,
yogurt,detergent,,,,,,,,,
napkins,waffles,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
curd,soda,,,,,,,,,
soda,other vegetables,,,,,,,,,
citrus fruit,dessert,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
UHT-milk,candles,yogurt,salty snack,,,,,,,
frozen dessert,beef,citrus fruit,root vegetables,,,,,,,
tropical fruit,packaged fruit/vegetables,cereals,,,,,,,,
whole milk,cleaner,,,,,,,,,
onions,chocolate,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
pot plants,herbs,,,,,,,,,
hamburger meat,sausage,frankfurter,soda,root vegetables,coffee,chewing gum,pastry,,,
syrup,whole milk,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
hamburger meat,dog food,domestic eggs,,,,,,,,
yogurt,long life bakery product,newspapers,,,,,,,,
instant coffee,yogurt,other vegetables,,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
candles,whole milk,,,,,,,,,
dishes,chewing gum,,,,,,,,,
pastry,soda,,,,,,,,,
canned beer,salty snack,,,,,,,,,
brown bread,root vegetables,,,,,,,,,
pork,frozen fish,,,,,,,,,
pork,tropical fruit,pip fruit,brown bread,,,,,,,
sausage,curd,whole milk,condensed milk,,,,,,,
whole milk,bottled water,whipped/sour cream,,,,,,,,
shopping bags,other vegetables,canned vegetables,,,,,,,,
other vegetables,cooking chocolate,,,,,,,,,
hamburger meat,root vegetables,seasonal products,shopping bags,,,,,,,
misc. beverages,onions,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
yogurt,rolls/buns,fruit/vegetable juice,spices,canned fish,,,,,,
root vegetables,pastry,,,,,,,,,
other vegetables,onions,,,,,,,,,
bottled beer,tropical fruit,white wine,,,,,,,,
butter milk,margarine,,,,,,,,,
whole milk,chewing gum,yogurt,,,,,,,,
pork,butter milk,,,,,,,,,
dessert,whole milk,,,,,,,,,
whipped/sour cream,sausage,root vegetables,soda,,,,,,,
sugar,pickled vegetables,fruit/vegetable juice,yogurt,,,,,,,
beef,root vegetables,,,,,,,,,
pip fruit,chocolate,,,,,,,,,
meat,other vegetables,,,,,,,,,
beverages,tropical fruit,rolls/buns,curd cheese,,,,,,,
UHT-milk,berries,shopping bags,,,,,,,,
flour,bottled water,,,,,,,,,
pork,meat,rolls/buns,onions,frozen vegetables,root vegetables,beverages,,,,
beef,other vegetables,,,,,,,,,
beef,candy,,,,,,,,,
yogurt,specialty bar,,,,,,,,,
sausage,dessert,rolls/buns,pickled vegetables,,,,,,,
tropical fruit,whole milk,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
condensed milk,whole milk,,,,,,,,,
rolls/buns,jam,cake bar,,,,,,,,
misc. beverages,waffles,,,,,,,,,
tropical fruit,frozen fish,soda,newspapers,,,,,,,
other vegetables,rolls/buns,soda,cat food,,,,,,,
soft cheese,white wine,,,,,,,,,
other vegetables,soda,,,,,,,,,
specialty bar,shopping bags,chocolate,,,,,,,,
ham,pastry,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
grapes,detergent,,,,,,,,,
tropical fruit,whipped/sour cream,specialty chocolate,,,,,,,,
oil,yogurt,,,,,,,,,
other vegetables,napkins,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
root vegetables,specialty chocolate,frozen vegetables,canned beer,frozen fish,,,,,,
yogurt,yogurt,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
coffee,citrus fruit,other vegetables,fruit/vegetable juice,,,,,,,
whipped/sour cream,root vegetables,,,,,,,,,
yogurt,grapes,,,,,,,,,
tropical fruit,brandy,whole milk,canned fish,,,,,,,
citrus fruit,hamburger meat,rolls/buns,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
brown bread,frozen dessert,,,,,,,,,
condensed milk,butter,,,,,,,,,
soda,domestic eggs,,,,,,,,,
berries,pip fruit,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
whole milk,canned beer,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
pip fruit,pastry,rolls/buns,chocolate,soda,,,,,,
frozen vegetables,salty snack,other vegetables,curd,hygiene articles,,,,,,
whole milk,onions,pickled vegetables,,,,,,,,
whole milk,spread cheese,,,,,,,,,
frozen vegetables,misc. beverages,,,,,,,,,
soda,yogurt,,,,,,,,,
canned beer,dishes,,,,,,,,,
citrus fruit,frankfurter,tropical fruit,napkins,,,,,,,
finished products,brown bread,dishes,,,,,,,,
butter milk,pet care,,,,,,,,,
soda,brown bread,,,,,,,,,
domestic eggs,butter milk,long life bakery product,,,,,,,,
brown bread,yogurt,,,,,,,,,
napkins,other vegetables,pot plants,,,,,,,,
finished products,pastry,,,,,,,,,
coffee,berries,,,,,,,,,
root vegetables,grapes,white bread,dishes,,,,,,,
yogurt,chicken,liquor,chewing gum,soda,,,,,,
pip fruit,soda,,,,,,,,,
brown bread,coffee,,,,,,,,,
citrus fruit,beverages,,,,,,,,,
tropical fruit,butter,,,,,,,,,
popcorn,cat food,,,,,,,,,
other vegetables,ice cream,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
citrus fruit,toilet cleaner,,,,,,,,,
root vegetables,salty snack,whipped/sour cream,,,,,,,,
pork,bottled beer,flour,,,,,,,,
bottled water,hamburger meat,pastry,,,,,,,,
hamburger meat,bottled water,,,,,,,,,
salty snack,frozen vegetables,,,,,,,,,
grapes,pastry,,,,,,,,,
cream,yogurt,,,,,,,,,
soda,ham,,,,,,,,,
frozen meals,ham,specialty chocolate,roll products ,,,,,,,
citrus fruit,pastry,rolls/buns,,,,,,,,
sausage,fish,,,,,,,,,
soda,vinegar,napkins,,,,,,,,
onions,bottled water,cream cheese ,hard cheese,,,,,,,
soda,red/blush wine,,,,,,,,,
rolls/buns,butter,,,,,,,,,
root vegetables,butter,frozen vegetables,butter,,,,,,,
root vegetables,yogurt,newspapers,,,,,,,,
sausage,pasta,,,,,,,,,
other vegetables,whole milk,pudding powder,cream cheese ,,,,,,,
whole milk,waffles,dessert,,,,,,,,
butter milk,pickled vegetables,hygiene articles,,,,,,,,
photo/film,other vegetables,,,,,,,,,
whole milk,butter milk,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
citrus fruit,processed cheese,,,,,,,,,
meat,whole milk,brown bread,shopping bags,waffles,,,,,,
whole milk,canned beer,processed cheese,,,,,,,,
beef,grapes,,,,,,,,,
soda,soda,,,,,,,,,
tropical fruit,brown bread,whole milk,,,,,,,,
other vegetables,butter,,,,,,,,,
beef,sparkling wine,butter milk,misc. beverages,pastry,,,,,,
rolls/buns,other vegetables,,,,,,,,,
butter,processed cheese,whole milk,curd,,,,,,,
frankfurter,yogurt,,,,,,,,,
yogurt,whole milk,fruit/vegetable juice,,,,,,,,
chocolate marshmallow,flour,,,,,,,,,
photo/film,cat food,,,,,,,,,
root vegetables,Instant food products,,,,,,,,,
napkins,beef,brown bread,,,,,,,,
chicken,pork,newspapers,,,,,,,,
pickled vegetables,frozen vegetables,,,,,,,,,
ice cream,yogurt,,,,,,,,,
yogurt,rolls/buns,domestic eggs,fruit/vegetable juice,,,,,,,
specialty bar,waffles,,,,,,,,,
beef,rolls/buns,,,,,,,,,
canned fish,salty snack,,,,,,,,,
canned beer,soda,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
curd,soda,shopping bags,,,,,,,,
beef,salt,,,,,,,,,
soda,Instant food products,,,,,,,,,
canned beer,UHT-milk,,,,,,,,,
soda,semi-finished bread,,,,,,,,,
canned beer,sugar,,,,,,,,,
beef,frozen meals,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
dessert,yogurt,,,,,,,,,
other vegetables,frozen dessert,shopping bags,,,,,,,,
tropical fruit,butter,frozen fruits,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
onions,long life bakery product,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
ice cream,chicken,rolls/buns,whole milk,,,,,,,
misc. beverages,pip fruit,,,,,,,,,
whole milk,shopping bags,newspapers,,,,,,,,
waffles,pasta,,,,,,,,,
meat,cling film/bags,whipped/sour cream,,,,,,,,
whole milk,ice cream,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
ham,yogurt,,,,,,,,,
chicken,misc. beverages,,,,,,,,,
grapes,yogurt,frozen potato products,,,,,,,,
specialty bar,bottled water,,,,,,,,,
salty snack,chewing gum,,,,,,,,,
chocolate,tea,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
kitchen towels,rolls/buns,,,,,,,,,
bottled beer,chocolate,,,,,,,,,
pork,other vegetables,,,,,,,,,
whole milk,chocolate marshmallow,,,,,,,,,
soda,curd,,,,,,,,,
shopping bags,butter milk,,,,,,,,,
chicken,cream cheese ,napkins,,,,,,,,
chocolate,beverages,,,,,,,,,
ham,whipped/sour cream,,,,,,,,,
tropical fruit,rolls/buns,candy,,,,,,,,
yogurt,canned fish,pasta,,,,,,,,
pork,brown bread,,,,,,,,,
frankfurter,cream cheese ,,,,,,,,,
pork,soda,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
domestic eggs,root vegetables,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
cream cheese ,tropical fruit,bottled water,soda,specialty bar,,,,,,
frankfurter,curd cheese,chocolate,pastry,soda,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
white wine,whole milk,,,,,,,,,
fruit/vegetable juice,newspapers,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
bottled beer,whole milk,tropical fruit,whole milk,hygiene articles,pot plants,soda,,,,
specialty vegetables,yogurt,,,,,,,,,
frankfurter,shopping bags,rolls/buns,,,,,,,,
sausage,rolls/buns,soda,,,,,,,,
beverages,curd,,,,,,,,,
flour,yogurt,,,,,,,,,
soft cheese,frozen vegetables,,,,,,,,,
whole milk,pastry,,,,,,,,,
detergent,ham,whole milk,pip fruit,,,,,,,
pork,pip fruit,chocolate,,,,,,,,
whole milk,sugar,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
cat food,white bread,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
tropical fruit,sausage,hamburger meat,zwieback,specialty cheese,domestic eggs,,,,,
tropical fruit,coffee,,,,,,,,,
rolls/buns,grapes,domestic eggs,,,,,,,,
nut snack,butter,,,,,,,,,
herbs,margarine,rolls/buns,chocolate,,,,,,,
dessert,rolls/buns,,,,,,,,,
other vegetables,mayonnaise,fruit/vegetable juice,,,,,,,,
butter,bottled water,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
canned beer,canned beer,,,,,,,,,
ice cream,beef,yogurt,canned beer,,,,,,,
tropical fruit,curd cheese,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
bottled water,white bread,,,,,,,,,
semi-finished bread,liquor (appetizer),,,,,,,,,
whole milk,herbs,rolls/buns,cake bar,,,,,,,
frozen fish,domestic eggs,,,,,,,,,
sausage,butter,whole milk,,,,,,,,
bottled water,hard cheese,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
canned beer,bottled beer,pip fruit,candy,,,,,,,
rolls/buns,hygiene articles,fruit/vegetable juice,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
other vegetables,mayonnaise,beverages,,,,,,,,
frankfurter,curd,coffee,,,,,,,,
bottled beer,shopping bags,,,,,,,,,
chocolate,pickled vegetables,bottled water,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
beef,dog food,yogurt,,,,,,,,
canned beer,canned beer,,,,,,,,,
newspapers,chicken,pip fruit,,,,,,,,
butter,whole milk,,,,,,,,,
liver loaf,processed cheese,,,,,,,,,
sausage,butter milk,meat spreads,,,,,,,,
soda,curd,,,,,,,,,
tropical fruit,frozen potato products,,,,,,,,,
frankfurter,curd,,,,,,,,,
soft cheese,rice,,,,,,,,,
rolls/buns,tropical fruit,coffee,chocolate,,,,,,,
pet care,photo/film,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
UHT-milk,berries,,,,,,,,,
frankfurter,fruit/vegetable juice,shopping bags,,,,,,,,
newspapers,shopping bags,,,,,,,,,
canned beer,frozen potato products,,,,,,,,,
beef,cat food,,,,,,,,,
chicken,hygiene articles,,,,,,,,,
domestic eggs,canned beer,bottled water,waffles,,,,,,,
meat,butter,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
UHT-milk,soda,,,,,,,,,
organic sausage,soda,rolls/buns,,,,,,,,
newspapers,spread cheese,,,,,,,,,
canned beer,cooking chocolate,white bread,curd,mustard,chocolate,,,,,
yogurt,roll products ,,,,,,,,,
pip fruit,bottled water,,,,,,,,,
sausage,spread cheese,,,,,,,,,
berries,curd,,,,,,,,,
soap,candy,,,,,,,,,
brown bread,sparkling wine,,,,,,,,,
meat spreads,yogurt,,,,,,,,,
beef,brown bread,,,,,,,,,
butter,cat food,roll products ,,,,,,,,
chicken,sugar,,,,,,,,,
processed cheese,white bread,,,,,,,,,
whole milk,whole milk,,,,,,,,,
herbs,whole milk,other vegetables,shopping bags,,,,,,,
chicken,yogurt,,,,,,,,,
long life bakery product,bottled beer,,,,,,,,,
seasonal products,onions,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
newspapers,whipped/sour cream,bottled water,curd cheese,,,,,,,
yogurt,canned beer,,,,,,,,,
curd,yogurt,,,,,,,,,
rolls/buns,baking powder,,,,,,,,,
root vegetables,hard cheese,,,,,,,,,
grapes,coffee,,,,,,,,,
salt,citrus fruit,,,,,,,,,
rolls/buns,pork,,,,,,,,,
napkins,newspapers,,,,,,,,,
margarine,detergent,yogurt,zwieback,,,,,,,
sugar,shopping bags,,,,,,,,,
sausage,curd,,,,,,,,,
